,indice,page_number,line_number,text,text_type,speaker,time_added
0,0,0,0," having been satisfactorily identified and duly sworn by the Notary Public, was examined and testified as follows: EXAMINATION",,,start_question
1,214,529,7,"Good morning, Mr. Morton.  Good to see you again.",q,MR. HOOVER,start_answer
2,216,529,9,Good morning.,a,THE WITNESS,start_question
3,217,529,10,"I appreciate you coming back.  Again, my name is Mark Hoover.",q,MR. HOOVER,start_answer
4,219,529,12,Yeah.,a,THE WITNESS,start_question
5,220,529,13,And I just want to remind you that you are still under oath from the first couple of days of your testimony.,q,MR. HOOVER,start_answer
6,223,529,16,Okay.,a,THE WITNESS,start_question
7,224,529,17,"We shouldn't be very long today.  We kind of were going late the last couple of times and figured we'd come back, everybody fresh, and finish up.",q,MR. HOOVER,start_answer
8,228,529,21,Right.,a,THE WITNESS,start_question
9,229,529,22,"The same rules apply as before.  Just to kind of remind you, if there's a question that I ask that you don't understand or it doesn't seem clear, just let me know and I'll rephrase it. Okay?",q,MR. HOOVER,start_answer
10,235,530,3,Yup.  Yes.  Sorry.,a,THE WITNESS,start_question
11,236,530,4,"That's okay.  And then if -- otherwise, sir, I'm going to assume that you understood our questions and that you answered them as such. Fair enough?",q,MR. HOOVER,start_answer
12,240,530,8,Okay.,a,THE WITNESS,start_question
13,241,530,9,"Okay.  Again, not going to be very long today, but if you need a break for any reason, let me know and we'll take a break.  Okay?",q,MR. HOOVER,start_answer
14,244,530,12,All right.  Thank you.,a,THE WITNESS,start_question
15,245,530,13,"Sure.  We were back here the end of June for two days of your discovery deposition.  Since that time, sir, have you read either days of your deposition?",q,MR. HOOVER,start_answer
16,249,530,17,No.,a,THE WITNESS,start_question
17,250,530,18,"Okay.  Is there -- between Day 2, which was, I believe, the 28th of June, and today, which is almost a month later, the 26th of July, have you done any further research or work to prepare for today's deposition?",q,MR. HOOVER,start_answer
18,255,530,23,No.,a,THE WITNESS,start_question
19,256,530,24,You haven't reviewed any sort of documents or spoken to any sort of coworkers or witnesses since then?,q,MR. HOOVER,start_answer
20,260,531,3,No.,a,THE WITNESS,start_question
21,261,531,4,"Okay.  Real quick, I just want to kind of wrap up something and then we're going to talk a little bit about your medical history and treatments. I want to go back to the time when you were helping your father at Fort Devens; and in particular, the NCO Club and the officers' club.",q,MR. HOOVER,start_answer
22,268,531,11,Yup.,a,THE WITNESS,start_question
23,269,531,12,Do you remember talking about that last time?,q,MR. HOOVER,start_answer
24,271,531,14,Yup.,a,THE WITNESS,start_question
25,272,531,15,And I believe you had mentioned that Carrier was the manufacturer of the AC compressors at those clubs.  Correct?,q,MR. HOOVER,start_answer
26,275,531,18,Correct.,a,THE WITNESS,start_question
27,276,531,19,"Okay.  And these, as I understand it, were sealed units.  Correct?",q,MR. HOOVER,start_answer
28,278,531,21,Correct.,a,THE WITNESS,start_question
29,279,531,22,"In other words, like, the compressor and the motor were all in one?",q,MR. HOOVER,start_answer
30,281,531,24,Correct.,a,THE WITNESS,start_question
31,283,532,1,"Were these also known as, like, hermetic compressors?",q,MR. HOOVER,start_answer
32,285,532,3,I don't know.,a,THE WITNESS,start_question
33,286,532,4,"Okay.  But nonetheless, they were sealed?",q,MR. HOOVER,start_answer
34,287,532,5,Yes.,a,THE WITNESS,start_question
35,288,532,6,"All right.  And any sort of maintenance on these I think would basically be kind of blow out, any sort of --",q,MR. HOOVER,start_answer
36,291,532,9,The condenser.  And clean the fan motor.,a,THE WITNESS,start_question
37,292,532,10,"And that was just, again, to clean out the airborne dust that gathers to help efficiency, for example?",q,MR. HOOVER,start_chat
38,295,532,13,Objection.  Form.,side_chat,MR. BECERRA,start_answer
39,296,532,14,I have no idea where the dust came from.,a,THE WITNESS,start_question
40,297,532,15,"Okay.  But it was -- again, wherever it came from, you were just blowing out that particular dust?",q,MR. HOOVER,start_answer
41,300,532,18,Right.  To -- yeah.,a,THE WITNESS,start_question
42,301,532,19,Okay.  And that helped with the efficiency of the units?,q,MR. HOOVER,start_answer
43,303,532,21,Correct.,a,THE WITNESS,start_question
44,304,532,22,And then there might be some sort of visual inspections as part of that work.  Right?,q,MR. HOOVER,start_answer
45,306,532,24,Correct.,a,THE WITNESS,start_question
46,308,533,1,And do you happen to remember any sort of -- strike that. How did you know that these were Carrier sealed systems?,q,MR. HOOVER,start_answer
47,312,533,5,With the nameplate.,a,THE WITNESS,start_question
48,313,533,6,Where on the system was the nameplate?  Do you recall?,q,MR. HOOVER,start_answer
49,315,533,8,"Usually on the outside so it's visible, so if someone walked by and looked at it they would see the nameplate.",a,THE WITNESS,start_question
50,318,533,11,Okay.  And do you have a memory of how big the nameplate itself was?,q,MR. HOOVER,start_answer
51,320,533,13,"Well, I can't give you exact dimensions.",a,THE WITNESS,start_question
52,321,533,14,"No.  Just your best memory, sir.",q,MR. HOOVER,start_answer
53,322,533,15,"But someone that could walk by 10 feet, they could see the name.",a,THE WITNESS,start_question
54,324,533,17,And do you happen to remember anything about any sort of color or size?,q,MR. HOOVER,start_answer
55,326,533,19,No.,a,THE WITNESS,start_question
56,327,533,20,Do you have any memory of any model numbers or serial numbers?,q,MR. HOOVER,start_answer
57,329,533,22,No.,a,THE WITNESS,start_question
58,330,533,23,"And as I understand your testimony from Day 2, if you are replacing a sealed unit, there's no real reason to do any work on it?  You just take it out as a complete unit.  Correct?",q,MR. HOOVER,start_chat
59,335,534,3,Objection to form.,side_chat,MR. BECERRA,start_answer
60,336,534,4,Correct.,a,THE WITNESS,start_question
